filepath,label
data/raw/Training\meningioma\Tr-me_116.jpg,meningioma
data/raw/Training\glioma\Tr-gl_536.jpg,glioma
data/raw/Training\meningioma\Tr-me_1193.jpg,meningioma
data/raw/Training\meningioma\Tr-me_424.jpg,meningioma
data/raw/Training\glioma\Tr-gl_154.jpg,glioma
data/raw/Training\meningioma\Tr-me_1238.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1034.jpg,pituitary
data/raw/Training\meningioma\Tr-me_339.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1245.jpg,meningioma
data/raw/Training\meningioma\Tr-me_76.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_37.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1119.jpg,meningioma
data/raw/Training\notumor\Tr-no_1336.jpg,notumor
data/raw/Training\notumor\Tr-no_592.jpg,notumor
data/raw/Training\meningioma\Tr-me_1145.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1134.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1284.jpg,pituitary
data/raw/Training\notumor\Tr-no_1032.jpg,notumor
data/raw/Training\pituitary\Tr-pi_214.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_633.jpg,pituitary
data/raw/Training\meningioma\Tr-me_554.jpg,meningioma
data/raw/Training\meningioma\Tr-me_423.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_709.jpg,pituitary
data/raw/Training\glioma\Tr-gl_344.jpg,glioma
data/raw/Training\glioma\Tr-gl_691.jpg,glioma
data/raw/Training\meningioma\Tr-me_942.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1054.jpg,glioma
data/raw/Training\glioma\Tr-gl_312.jpg,glioma
data/raw/Training\meningioma\Tr-me_470.jpg,meningioma
data/raw/Training\notumor\Tr-no_1038.jpg,notumor
data/raw/Training\meningioma\Tr-me_501.jpg,meningioma
data/raw/Training\meningioma\Tr-me_594.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_944.jpg,pituitary
data/raw/Training\notumor\Tr-no_616.jpg,notumor
data/raw/Training\pituitary\Tr-pi_599.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_193.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_347.jpg,pituitary
data/raw/Training\notumor\Tr-no_713.jpg,notumor
data/raw/Training\meningioma\Tr-me_751.jpg,meningioma
data/raw/Training\glioma\Tr-gl_812.jpg,glioma
data/raw/Training\notumor\Tr-no_443.jpg,notumor
data/raw/Training\meningioma\Tr-me_452.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1151.jpg,pituitary
data/raw/Training\meningioma\Tr-me_773.jpg,meningioma
data/raw/Training\notumor\Tr-no_1252.jpg,notumor
data/raw/Training\pituitary\Tr-pi_867.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_224.jpg,pituitary
data/raw/Training\meningioma\Tr-me_747.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_881.jpg,pituitary
data/raw/Training\notumor\Tr-no_1330.jpg,notumor
data/raw/Training\meningioma\Tr-me_829.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_111.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_676.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1013.jpg,pituitary
data/raw/Training\notumor\Tr-no_1027.jpg,notumor
data/raw/Training\glioma\Tr-gl_55.jpg,glioma
data/raw/Training\glioma\Tr-gl_458.jpg,glioma
data/raw/Training\glioma\Tr-gl_545.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1346.jpg,pituitary
data/raw/Training\glioma\Tr-gl_225.jpg,glioma
data/raw/Training\meningioma\Tr-me_894.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_359.jpg,pituitary
data/raw/Training\glioma\Tr-gl_629.jpg,glioma
data/raw/Training\meningioma\Tr-me_212.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1293.jpg,pituitary
data/raw/Training\notumor\Tr-no_195.jpg,notumor
data/raw/Training\notumor\Tr-no_904.jpg,notumor
data/raw/Training\glioma\Tr-gl_636.jpg,glioma
data/raw/Training\notumor\Tr-no_862.jpg,notumor
data/raw/Training\notumor\Tr-no_433.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1370.jpg,pituitary
data/raw/Training\notumor\Tr-no_1321.jpg,notumor
data/raw/Training\pituitary\Tr-pi_503.jpg,pituitary
data/raw/Training\meningioma\Tr-me_151.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_231.jpg,pituitary
data/raw/Training\glioma\Tr-gl_288.jpg,glioma
data/raw/Training\notumor\Tr-no_381.jpg,notumor
data/raw/Training\glioma\Tr-gl_89.jpg,glioma
data/raw/Training\meningioma\Tr-me_111.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_25.jpg,pituitary
data/raw/Training\glioma\Tr-gl_257.jpg,glioma
data/raw/Training\glioma\Tr-gl_86.jpg,glioma
data/raw/Training\notumor\Tr-no_1262.jpg,notumor
data/raw/Training\meningioma\Tr-me_1260.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1196.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_10.jpg,pituitary
data/raw/Training\notumor\Tr-no_177.jpg,notumor
data/raw/Training\pituitary\Tr-pi_79.jpg,pituitary
data/raw/Training\notumor\Tr-no_1393.jpg,notumor
data/raw/Training\notumor\Tr-no_659.jpg,notumor
data/raw/Training\pituitary\Tr-pi_690.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_52.jpg,pituitary
data/raw/Training\notumor\Tr-no_766.jpg,notumor
data/raw/Training\pituitary\Tr-pi_653.jpg,pituitary
data/raw/Training\notumor\Tr-no_559.jpg,notumor
data/raw/Training\glioma\Tr-gl_117.jpg,glioma
data/raw/Training\glioma\Tr-gl_557.jpg,glioma
data/raw/Training\meningioma\Tr-me_433.jpg,meningioma
data/raw/Training\glioma\Tr-gl_2.jpg,glioma
data/raw/Training\meningioma\Tr-me_1131.jpg,meningioma
data/raw/Training\meningioma\Tr-me_606.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1337.jpg,pituitary
data/raw/Training\notumor\Tr-no_858.jpg,notumor
data/raw/Training\pituitary\Tr-pi_926.jpg,pituitary
data/raw/Training\glioma\Tr-gl_706.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1213.jpg,pituitary
data/raw/Training\glioma\Tr-gl_137.jpg,glioma
data/raw/Training\meningioma\Tr-me_627.jpg,meningioma
data/raw/Training\glioma\Tr-gl_72.jpg,glioma
data/raw/Training\glioma\Tr-gl_232.jpg,glioma
data/raw/Training\notumor\Tr-no_183.jpg,notumor
data/raw/Training\meningioma\Tr-me_1142.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1145.jpg,glioma
data/raw/Training\pituitary\Tr-pi_394.jpg,pituitary
data/raw/Training\glioma\Tr-gl_649.jpg,glioma
data/raw/Training\meningioma\Tr-me_762.jpg,meningioma
data/raw/Training\meningioma\Tr-me_739.jpg,meningioma
data/raw/Training\meningioma\Tr-me_851.jpg,meningioma
data/raw/Training\glioma\Tr-gl_8.jpg,glioma
data/raw/Training\pituitary\Tr-pi_556.jpg,pituitary
data/raw/Training\notumor\Tr-no_322.jpg,notumor
data/raw/Training\meningioma\Tr-me_187.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_5.jpg,pituitary
data/raw/Training\notumor\Tr-no_453.jpg,notumor
data/raw/Training\pituitary\Tr-pi_801.jpg,pituitary
data/raw/Training\notumor\Tr-no_465.jpg,notumor
data/raw/Training\glioma\Tr-gl_1248.jpg,glioma
data/raw/Training\notumor\Tr-no_227.jpg,notumor
data/raw/Training\pituitary\Tr-pi_354.jpg,pituitary
data/raw/Training\meningioma\Tr-me_141.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_234.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_59.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_587.jpg,pituitary
data/raw/Training\glioma\Tr-gl_305.jpg,glioma
data/raw/Training\pituitary\Tr-pi_355.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1263.jpg,meningioma
data/raw/Training\meningioma\Tr-me_719.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_83.jpg,meningioma
data/raw/Training\glioma\Tr-gl_889.jpg,glioma
data/raw/Training\meningioma\Tr-me_1290.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_625.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1392.jpg,pituitary
data/raw/Training\notumor\Tr-no_210.jpg,notumor
data/raw/Training\glioma\Tr-gl_252.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1246.jpg,pituitary
data/raw/Training\notumor\Tr-no_529.jpg,notumor
data/raw/Training\pituitary\Tr-pi_356.jpg,pituitary
data/raw/Training\meningioma\Tr-me_566.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_127.jpg,pituitary
data/raw/Training\meningioma\Tr-me_136.jpg,meningioma
data/raw/Training\meningioma\Tr-me_186.jpg,meningioma
data/raw/Training\meningioma\Tr-me_695.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1032.jpg,glioma
data/raw/Training\notumor\Tr-no_169.jpg,notumor
data/raw/Training\glioma\Tr-gl_26.jpg,glioma
data/raw/Training\glioma\Tr-gl_149.jpg,glioma
data/raw/Training\pituitary\Tr-pi_9.jpg,pituitary
data/raw/Training\notumor\Tr-no_927.jpg,notumor
data/raw/Training\pituitary\Tr-pi_765.jpg,pituitary
data/raw/Training\notumor\Tr-no_138.jpg,notumor
data/raw/Training\meningioma\Tr-me_497.jpg,meningioma
data/raw/Training\notumor\Tr-no_301.jpg,notumor
data/raw/Training\notumor\Tr-no_396.jpg,notumor
data/raw/Training\glioma\Tr-gl_808.jpg,glioma
data/raw/Training\glioma\Tr-gl_641.jpg,glioma
data/raw/Training\notumor\Tr-no_1133.jpg,notumor
data/raw/Training\meningioma\Tr-me_957.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_910.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_95.jpg,meningioma
data/raw/Training\notumor\Tr-no_1000.jpg,notumor
data/raw/Training\pituitary\Tr-pi_147.jpg,pituitary
data/raw/Training\meningioma\Tr-me_369.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1127.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_481.jpg,pituitary
data/raw/Training\notumor\Tr-no_202.jpg,notumor
data/raw/Training\meningioma\Tr-me_358.jpg,meningioma
data/raw/Training\notumor\Tr-no_1291.jpg,notumor
data/raw/Training\notumor\Tr-no_648.jpg,notumor
data/raw/Training\notumor\Tr-no_724.jpg,notumor
data/raw/Training\glioma\Tr-gl_817.jpg,glioma
data/raw/Training\notumor\Tr-no_228.jpg,notumor
data/raw/Training\meningioma\Tr-me_152.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_535.jpg,pituitary
data/raw/Training\notumor\Tr-no_95.jpg,notumor
data/raw/Training\glioma\Tr-gl_539.jpg,glioma
data/raw/Training\notumor\Tr-no_1094.jpg,notumor
data/raw/Training\meningioma\Tr-me_782.jpg,meningioma
data/raw/Training\meningioma\Tr-me_711.jpg,meningioma
data/raw/Training\glioma\Tr-gl_978.jpg,glioma
data/raw/Training\pituitary\Tr-pi_637.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1092.jpg,pituitary
data/raw/Training\glioma\Tr-gl_427.jpg,glioma
data/raw/Training\notumor\Tr-no_1243.jpg,notumor
data/raw/Training\notumor\Tr-no_900.jpg,notumor
data/raw/Training\pituitary\Tr-pi_110.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1182.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_367.jpg,pituitary
data/raw/Training\glioma\Tr-gl_986.jpg,glioma
data/raw/Training\pituitary\Tr-pi_901.jpg,pituitary
data/raw/Training\notumor\Tr-no_455.jpg,notumor
data/raw/Training\pituitary\Tr-pi_134.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1108.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1336.jpg,glioma
data/raw/Training\glioma\Tr-gl_1326.jpg,glioma
data/raw/Training\glioma\Tr-gl_1255.jpg,glioma
data/raw/Training\meningioma\Tr-me_1159.jpg,meningioma
data/raw/Training\meningioma\Tr-me_249.jpg,meningioma
data/raw/Training\notumor\Tr-no_336.jpg,notumor
data/raw/Training\meningioma\Tr-me_500.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_523.jpg,pituitary
data/raw/Training\meningioma\Tr-me_216.jpg,meningioma
data/raw/Training\notumor\Tr-no_376.jpg,notumor
data/raw/Training\meningioma\Tr-me_1150.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_120.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_640.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1295.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1022.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1024.jpg,glioma
data/raw/Training\meningioma\Tr-me_285.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1374.jpg,pituitary
data/raw/Training\meningioma\Tr-me_467.jpg,meningioma
data/raw/Training\notumor\Tr-no_220.jpg,notumor
data/raw/Training\notumor\Tr-no_988.jpg,notumor
data/raw/Training\meningioma\Tr-me_287.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1265.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1229.jpg,glioma
data/raw/Training\meningioma\Tr-me_1026.jpg,meningioma
data/raw/Training\glioma\Tr-gl_400.jpg,glioma
data/raw/Training\glioma\Tr-gl_1400.jpg,glioma
data/raw/Training\meningioma\Tr-me_926.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_232.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1117.jpg,glioma
data/raw/Training\meningioma\Tr-me_847.jpg,meningioma
data/raw/Training\notumor\Tr-no_1151.jpg,notumor
data/raw/Training\meningioma\Tr-me_37.jpg,meningioma
data/raw/Training\glioma\Tr-gl_607.jpg,glioma
data/raw/Training\meningioma\Tr-me_224.jpg,meningioma
data/raw/Training\notumor\Tr-no_828.jpg,notumor
data/raw/Training\notumor\Tr-no_1390.jpg,notumor
data/raw/Training\notumor\Tr-no_247.jpg,notumor
data/raw/Training\glioma\Tr-gl_37.jpg,glioma
data/raw/Training\meningioma\Tr-me_1047.jpg,meningioma
data/raw/Training\glioma\Tr-gl_285.jpg,glioma
data/raw/Training\pituitary\Tr-pi_705.jpg,pituitary
data/raw/Training\glioma\Tr-gl_24.jpg,glioma
data/raw/Training\pituitary\Tr-pi_645.jpg,pituitary
data/raw/Training\glioma\Tr-gl_217.jpg,glioma
data/raw/Training\notumor\Tr-no_751.jpg,notumor
data/raw/Training\meningioma\Tr-me_792.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1109.jpg,pituitary
data/raw/Training\notumor\Tr-no_1118.jpg,notumor
data/raw/Training\pituitary\Tr-pi_921.jpg,pituitary
data/raw/Training\notumor\Tr-no_676.jpg,notumor
data/raw/Training\meningioma\Tr-me_953.jpg,meningioma
data/raw/Training\meningioma\Tr-me_150.jpg,meningioma
data/raw/Training\glioma\Tr-gl_908.jpg,glioma
data/raw/Training\pituitary\Tr-pi_788.jpg,pituitary
data/raw/Training\meningioma\Tr-me_598.jpg,meningioma
data/raw/Training\meningioma\Tr-me_291.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_502.jpg,pituitary
data/raw/Training\glioma\Tr-gl_976.jpg,glioma
data/raw/Training\meningioma\Tr-me_736.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_489.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_585.jpg,pituitary
data/raw/Training\glioma\Tr-gl_556.jpg,glioma
data/raw/Training\glioma\Tr-gl_1088.jpg,glioma
data/raw/Training\notumor\Tr-no_367.jpg,notumor
data/raw/Training\notumor\Tr-no_148.jpg,notumor
data/raw/Training\glioma\Tr-gl_445.jpg,glioma
data/raw/Training\notumor\Tr-no_736.jpg,notumor
data/raw/Training\notumor\Tr-no_379.jpg,notumor
data/raw/Training\notumor\Tr-no_976.jpg,notumor
data/raw/Training\glioma\Tr-gl_342.jpg,glioma
data/raw/Training\pituitary\Tr-pi_644.jpg,pituitary
data/raw/Training\meningioma\Tr-me_560.jpg,meningioma
data/raw/Training\notumor\Tr-no_861.jpg,notumor
data/raw/Training\notumor\Tr-no_1077.jpg,notumor
data/raw/Training\meningioma\Tr-me_669.jpg,meningioma
data/raw/Training\meningioma\Tr-me_215.jpg,meningioma
data/raw/Training\meningioma\Tr-me_316.jpg,meningioma
data/raw/Training\notumor\Tr-no_1108.jpg,notumor
data/raw/Training\glioma\Tr-gl_18.jpg,glioma
data/raw/Training\notumor\Tr-no_445.jpg,notumor
data/raw/Training\glioma\Tr-gl_1160.jpg,glioma
data/raw/Training\pituitary\Tr-pi_153.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_435.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1278.jpg,meningioma
data/raw/Training\meningioma\Tr-me_680.jpg,meningioma
data/raw/Training\meningioma\Tr-me_905.jpg,meningioma
data/raw/Training\meningioma\Tr-me_441.jpg,meningioma
data/raw/Training\meningioma\Tr-me_62.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_546.jpg,pituitary
data/raw/Training\notumor\Tr-no_413.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_50.jpg,meningioma
data/raw/Training\glioma\Tr-gl_912.jpg,glioma
data/raw/Training\notumor\Tr-no_618.jpg,notumor
data/raw/Training\meningioma\Tr-me_612.jpg,meningioma
data/raw/Training\glioma\Tr-gl_399.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1336.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1335.jpg,pituitary
data/raw/Training\glioma\Tr-gl_457.jpg,glioma
data/raw/Training\meningioma\Tr-me_1008.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_285.jpg,pituitary
data/raw/Training\notumor\Tr-no_471.jpg,notumor
data/raw/Training\notumor\Tr-no_1205.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1110.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1199.jpg,glioma
data/raw/Training\glioma\Tr-gl_170.jpg,glioma
data/raw/Training\meningioma\Tr-me_1035.jpg,meningioma
data/raw/Training\glioma\Tr-gl_54.jpg,glioma
data/raw/Training\glioma\Tr-gl_193.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1317.jpg,pituitary
data/raw/Training\notumor\Tr-no_949.jpg,notumor
data/raw/Training\notumor\Tr-no_1186.jpg,notumor
data/raw/Training\notumor\Tr-no_735.jpg,notumor
data/raw/Training\pituitary\Tr-pi_270.jpg,pituitary
data/raw/Training\notumor\Tr-no_199.jpg,notumor
data/raw/Training\glioma\Tr-gl_1202.jpg,glioma
data/raw/Training\pituitary\Tr-pi_73.jpg,pituitary
data/raw/Training\meningioma\Tr-me_280.jpg,meningioma
data/raw/Training\glioma\Tr-gl_4.jpg,glioma
data/raw/Training\meningioma\Tr-me_622.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_19.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_816.jpg,pituitary
data/raw/Training\glioma\Tr-gl_766.jpg,glioma
data/raw/Training\notumor\Tr-no_203.jpg,notumor
data/raw/Training\pituitary\Tr-pi_896.jpg,pituitary
data/raw/Training\notumor\Tr-no_1343.jpg,notumor
data/raw/Training\notumor\Tr-no_1322.jpg,notumor
data/raw/Training\pituitary\Tr-pi_326.jpg,pituitary
data/raw/Training\meningioma\Tr-me_391.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_340.jpg,pituitary
data/raw/Training\meningioma\Tr-me_2.jpg,meningioma
data/raw/Training\glioma\Tr-gl_833.jpg,glioma
data/raw/Training\glioma\Tr-gl_1116.jpg,glioma
data/raw/Training\notumor\Tr-no_46.jpg,notumor
data/raw/Training\glioma\Tr-gl_1079.jpg,glioma
data/raw/Training\glioma\Tr-gl_704.jpg,glioma
data/raw/Training\glioma\Tr-gl_645.jpg,glioma
data/raw/Training\meningioma\Tr-me_850.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_361.jpg,pituitary
data/raw/Training\glioma\Tr-gl_969.jpg,glioma
data/raw/Training\meningioma\Tr-me_1241.jpg,meningioma
data/raw/Training\glioma\Tr-gl_183.jpg,glioma
data/raw/Training\meningioma\Tr-me_271.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_225.jpg,pituitary
data/raw/Training\meningioma\Tr-me_881.jpg,meningioma
data/raw/Training\notumor\Tr-no_909.jpg,notumor
data/raw/Training\pituitary\Tr-pi_438.jpg,pituitary
data/raw/Training\glioma\Tr-gl_40.jpg,glioma
data/raw/Training\glioma\Tr-gl_439.jpg,glioma
data/raw/Training\pituitary\Tr-pi_552.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1060.jpg,glioma
data/raw/Training\meningioma\Tr-me_427.jpg,meningioma
data/raw/Training\glioma\Tr-gl_669.jpg,glioma
data/raw/Training\pituitary\Tr-pi_849.jpg,pituitary
data/raw/Training\meningioma\Tr-me_752.jpg,meningioma
data/raw/Training\glioma\Tr-gl_467.jpg,glioma
data/raw/Training\pituitary\Tr-pi_537.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1352.jpg,glioma
data/raw/Training\notumor\Tr-no_919.jpg,notumor
data/raw/Training\pituitary\Tr-pi_905.jpg,pituitary
data/raw/Training\meningioma\Tr-me_573.jpg,meningioma
data/raw/Training\glioma\Tr-gl_139.jpg,glioma
data/raw/Training\glioma\Tr-gl_375.jpg,glioma
data/raw/Training\pituitary\Tr-pi_875.jpg,pituitary
data/raw/Training\notumor\Tr-no_58.jpg,notumor
data/raw/Training\glioma\Tr-gl_404.jpg,glioma
data/raw/Training\glioma\Tr-gl_638.jpg,glioma
data/raw/Training\pituitary\Tr-pi_303.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1174.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1256.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_310.jpg,pituitary
data/raw/Training\meningioma\Tr-me_403.jpg,meningioma
data/raw/Training\notumor\Tr-no_517.jpg,notumor
data/raw/Training\notumor\Tr-no_189.jpg,notumor
data/raw/Training\notumor\Tr-no_500.jpg,notumor
data/raw/Training\notumor\Tr-no_1170.jpg,notumor
data/raw/Training\glioma\Tr-gl_397.jpg,glioma
data/raw/Training\glioma\Tr-gl_941.jpg,glioma
data/raw/Training\notumor\Tr-no_683.jpg,notumor
data/raw/Training\pituitary\Tr-pi_216.jpg,pituitary
data/raw/Training\meningioma\Tr-me_678.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_116.jpg,pituitary
data/raw/Training\meningioma\Tr-me_263.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_636.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_196.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1023.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1252.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_850.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1070.jpg,meningioma
data/raw/Training\notumor\Tr-no_497.jpg,notumor
data/raw/Training\pituitary\Tr-pi_761.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_656.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_240.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1382.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_271.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1018.jpg,pituitary
data/raw/Training\meningioma\Tr-me_321.jpg,meningioma
data/raw/Training\glioma\Tr-gl_572.jpg,glioma
data/raw/Training\notumor\Tr-no_841.jpg,notumor
data/raw/Training\glioma\Tr-gl_222.jpg,glioma
data/raw/Training\notumor\Tr-no_291.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1316.jpg,pituitary
data/raw/Training\notumor\Tr-no_774.jpg,notumor
data/raw/Training\glioma\Tr-gl_1228.jpg,glioma
data/raw/Training\glioma\Tr-gl_789.jpg,glioma
data/raw/Training\notumor\Tr-no_1245.jpg,notumor
data/raw/Training\glioma\Tr-gl_1254.jpg,glioma
data/raw/Training\meningioma\Tr-me_637.jpg,meningioma
data/raw/Training\notumor\Tr-no_1271.jpg,notumor
data/raw/Training\glioma\Tr-gl_1220.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1204.jpg,pituitary
data/raw/Training\meningioma\Tr-me_290.jpg,meningioma
data/raw/Training\meningioma\Tr-me_144.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1083.jpg,glioma
data/raw/Training\notumor\Tr-no_573.jpg,notumor
data/raw/Training\notumor\Tr-no_1009.jpg,notumor
data/raw/Training\notumor\Tr-no_1284.jpg,notumor
data/raw/Training\pituitary\Tr-pi_764.jpg,pituitary
data/raw/Training\meningioma\Tr-me_366.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1285.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_550.jpg,pituitary
data/raw/Training\glioma\Tr-gl_765.jpg,glioma
data/raw/Training\glioma\Tr-gl_1304.jpg,glioma
data/raw/Training\glioma\Tr-gl_888.jpg,glioma
data/raw/Training\pituitary\Tr-pi_999.jpg,pituitary
